FECHA,PROVINCIA_DESTINO,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2024/08,Valencia/València,344635,2720504,8.0
2024/08,Valladolid,42638,235609,6.0
2024/08,Zamora,49232,257942,5.0
2024/08,Zaragoza,59042,473267,8.0
2024/08,Álava/Araba,64453,356859,6.0
2024/08,Ávila,13174,115419,9.0
2024/09,A Coruña,92085,686977,7.0
2024/09,Albacete,19473,147810,8.0
2024/09,Alicante/Alacant,667150,5188000,8.0
2024/09,Almería,96701,769288,8.0
2024/09,Asturias,61948,479803,8.0
2024/09,Badajoz,64320,414177,6.0
2024/09,Barcelona,1192649,6338898,5.0
2024/09,Bizkaia,81446,505300,6.0
2024/09,Burgos,49321,283851,6.0
2024/09,Cantabria,56505,402576,7.0
2024/09,Castellón/Castelló,69586,561251,8.0
2024/09,Ceuta,22733,98596,4.0
2024/09,Ciudad Real,22469,162588,7.0
2024/09,Cuenca,13920,103700,7.0
2024/09,Cáceres,30142,195664,6.0
2024/09,Cádiz,206465,1344291,7.0
2024/09,Córdoba,26925,207591,8.0
2024/09,Gerona/Girona,578601,3557848,6.0
2024/09,Granada,99041,691337,7.0
2024/09,Guadalajara,20733,147606,7.0
2024/09,Guipúzcoa/Gipuzkoa,174374,971953,6.0
2024/09,Huelva,77373,493727,6.0
2024/09,Huesca,45793,264193,6.0
2024/09,Islas Baleares/Illes Balears,2080869,12864078,6.0
2024/09,Jaén,18478,146113,8.0
2024/09,La Rioja,18743,134060,7.0
2024/09,Las Palmas,636804,4939112,8.0
2024/09,León,24776,215055,9.0
2024/09,Lleida,80879,487100,6.0
2024/09,Lugo,20141,160802,8.0
2024/09,Madrid,766010,4300607,6.0
2024/09,Melilla,20564,88714,4.0
2024/09,Murcia,124940,1071162,9.0
2024/09,Málaga,722885,5034618,7.0
2024/09,Navarra,106622,568763,5.0
2024/09,Ourense,38123,248071,7.0
2024/09,Palencia,14094,84501,6.0
2024/09,Pontevedra,111135,748386,7.0
2024/09,Salamanca,52861,314015,6.0
2024/09,Santa Cruz de Tenerife,449718,3371699,7.0
2024/09,Segovia,13934,101074,7.0
2024/09,Sevilla,157630,979202,6.0
2024/09,Soria,10879,72193,7.0
2024/09,Tarragona,242339,1758326,7.0
2024/09,Teruel,12817,91200,7.0
2024/09,Toledo,37020,271913,7.0
2024/09,Valencia/València,294423,2031165,7.0
2024/09,Valladolid,29802,189644,6.0
2024/09,Zamora,25502,157463,6.0
2024/09,Zaragoza,63041,445901,7.0
2024/09,Álava/Araba,36589,229439,6.0
2024/09,Ávila,10026,82081,8.0
2024/10,A Coruña,85532,661178,8.0
2024/10,Albacete,18242,147077,8.0
2024/10,Alicante/Alacant,653296,5321686,8.0
2024/10,Almería,91959,790505,9.0
2024/10,Asturias,51150,416709,8.0
2024/10,Badajoz,66535,450476,7.0
2024/10,Barcelona,1199649,6445990,5.0
2024/10,Bizkaia,82265,516216,6.0
2024/10,Burgos,48154,312566,6.0
2024/10,Cantabria,47431,329052,7.0
2024/10,Castellón/Castelló,67873,578144,9.0
2024/10,Ceuta,20862,89601,4.0
2024/10,Ciudad Real,23960,185843,8.0
2024/10,Cuenca,13552,99322,7.0
2024/10,Cáceres,32868,211692,6.0
2024/10,Cádiz,215607,1487419,7.0
2024/10,Córdoba,35973,262681,7.0
2024/10,Gerona/Girona,471051,2630061,6.0
2024/10,Granada,110660,799514,7.0
2024/10,Guadalajara,21926,147820,7.0
2024/10,Guipúzcoa/Gipuzkoa,171641,989904,6.0
2024/10,Huelva,65562,442167,7.0
2024/10,Huesca,35407,198980,6.0
2024/10,Islas Baleares/Illes Balears,1549954,9662628,6.0
2024/10,Jaén,20953,164648,8.0
2024/10,La Rioja,18476,141459,8.0
2024/10,Las Palmas,777391,5863988,8.0
2024/10,León,22244,200059,9.0
2024/10,Lleida,81036,505148,6.0
2024/10,Lugo,18503,159912,9.0
2024/10,Madrid,833018,5012664,6.0
2024/10,Melilla,14632,64905,4.0
2024/10,Murcia,132311,1177802,9.0
2024/10,Málaga,699621,5019987,7.0
2024/10,Navarra,109193,611115,6.0
2024/10,Ourense,33188,217910,7.0
2024/10,Palencia,13775,92176,7.0
2024/10,Pontevedra,95500,648386,7.0
2024/10,Salamanca,52044,333344,6.0
2024/10,Santa Cruz de Tenerife,533028,3962445,7.0
2024/10,Segovia,14940,110252,7.0
2024/10,Sevilla,187310,1180296,6.0
2024/10,Soria,11006,72623,7.0
2024/10,Tarragona,211444,1513315,7.0
2024/10,Teruel,11564,90017,8.0
2024/10,Toledo,39338,299365,8.0
2024/10,Valencia/València,307953,2189795,7.0
2024/10,Valladolid,30073,205313,7.0
2024/10,Zamora,23451,158047,7.0
2024/10,Zaragoza,69272,513323,7.0
2024/10,Álava/Araba,38150,278040,7.0
2024/10,Ávila,10123,75897,7.0
